string_combination,,id,em,dm,events,lat_play,trips,seeds,tnb,online,ap,tp,string,sum,organization,total_amount,group,color,segment,Opportunities,,,
DM EM Trips Third Party Lattice Play,,825,1,1,0,1,1,0,0,0,0,1,1101100001,5,DM EM  Trips Third Party Lattice Play,57948,High,#7AB800,PPA,17,,,
DM EM Account's Play,,826,1,1,0,0,0,0,0,0,1,0,1100000010,3,DM EM Account's Play ,24100,Low,#DC5034,PPA,14,,,
DM EM Account's Play Lattice Play,,827,1,1,0,1,0,0,0,0,1,0,1101000010,4,DM EM Account's Play Lattice Play,31749,Medium,#c1d82f,PPA,17,,,
DM EM Account's Play Third Party,,828,1,1,0,0,0,0,0,0,1,1,1100000011,4,DM EM Account's Play Third Party ,11645,Low,#DC5034,PPA,1,,,
DM EM Account's Play Third Party Lattice Play,,829,1,1,0,1,0,0,0,0,1,1,1101000011,5,DM EM Account's Play Third Party Lattice Play,26429,Medium,#c1d82f,PPA,5,,,
DM EM Account's Play Trips,,830,1,1,0,0,1,0,0,0,1,0,1100100010,4,DM EM Account's Play Trips  ,20000,Low,#DC5034,PPA,1,,,
DM EM Account's Play Trips Lattice Play,,831,1,1,0,1,1,0,0,0,1,0,1101100010,5,DM EM Account's Play Trips  Lattice Play,31098,Medium,#c1d82f,PPA,15,,,
DM EM Account's Play Trips Third Party Lattice Play,,832,1,1,0,1,1,0,0,0,1,1,1101100011,6,DM EM Account's Play Trips Third Party Lattice Play,64461,High,#7AB800,PPA,6,,,
DM EM Events,,833,1,1,1,0,0,0,0,0,0,0,1110000000,3,DM EM Events,55750,High,#7AB800,PPA,2,,,
DM EM Events Lattice Play,,834,1,1,1,1,0,0,0,0,0,0,1111000000,4,DM EM Events Lattice Play,27174,Medium,#c1d82f,PPA,13,,,
DM EM Events Third Party,,835,1,1,1,0,0,0,0,0,0,1,1110000001,4,DM EM Events Third Party ,10563,Low,#DC5034,PPA,4,,,
DM EM Events Third Party Lattice Play,,836,1,1,1,1,0,0,0,0,0,1,1111000001,5,DM EM Events Third Party Lattice Play,29919,Medium,#c1d82f,PPA,2,,,
DM EM Events Trips,,837,1,1,1,0,1,0,0,0,0,0,1110100000,4,DM EM Events  Trips  ,40800,High,#7AB800,PPA,5,,,
DM EM Events Trips Lattice Play,,838,1,1,1,1,1,0,0,0,0,0,1111100000,5,DM EM Events  Trips  Lattice Play,41521,High,#7AB800,PPA,10,,,
DM EM Events Trips Third Party Lattice Play,,839,1,1,1,1,1,0,0,0,0,1,1111100001,6,DM EM Events  Trips Third Party Lattice Play,30000,Medium,#c1d82f,PPA,1,,,
DM EM Events Account's Play Lattice Play,,840,1,1,1,1,0,0,0,0,1,0,1111000010,5,DM EM Events Account's Play Lattice Play,8000,Low,#DC5034,PPA,1,,,
DM EM Events Account's Play Third Party Lattice Play,,841,1,1,1,1,0,0,0,0,1,1,1111000011,6,DM EM Events Account's Play Third Party Lattice Play,22919,Low,#DC5034,PPA,2,,,
DM EM Events Account's Play Trips,,842,1,1,1,0,1,0,0,0,1,0,1110100010,5,DM EM Events Account's Play Trips  ,25000,Low,#DC5034,PPA,1,,,
DM EM Events Account's Play Trips Lattice Play,,843,1,1,1,1,1,0,0,0,1,0,1111100010,6,DM EM Events Account's Play Trips  Lattice Play,33015,Medium,#c1d82f,PPA,1,,,
DM EM Events Account's Play Trips Third Party Lattice Play,,844,1,1,1,1,1,0,0,0,1,1,1111100011,7,DM EM Events Account's Play Trips Third Party Lattice Play,70181,High,#7AB800,PPA,8,,,
DM EM Online,,845,1,1,0,0,0,0,0,1,0,0,1100000100,3,DM EM Online ,27309,Medium,#c1d82f,PPA,211,,,
DM EM Online Lattice Play,,846,1,1,0,1,0,0,0,1,0,0,1101000100,4,DM EM Online Lattice Play,27855,Medium,#c1d82f,PPA,606,,,
DM EM Online Third Party,,847,1,1,0,0,0,0,0,1,0,1,1100000101,4,DM EM Online Third Party ,45909,High,#7AB800,PPA,28,,,
DM EM Online Third Party Lattice Play,,848,1,1,0,1,0,0,0,1,0,1,1101000101,5,DM EM Online Third Party Lattice Play,30854,Medium,#c1d82f,PPA,108,,,
DM EM Online Trips,,849,1,1,0,0,1,0,0,1,0,0,1100100100,4,DM EM Online Trips  ,30457,Medium,#c1d82f,PPA,55,,,
DM EM Online Trips Lattice Play,,850,1,1,0,1,1,0,0,1,0,0,1101100100,5,DM EM Online Trips  Lattice Play,45918,High,#7AB800,PPA,917,,,
DM EM Online Trips Third Party,,851,1,1,0,0,1,0,0,1,0,1,1100100101,5,DM EM Online Trips Third Party ,59400,High,#7AB800,PPA,21,,,
DM EM Online Trips Third Party Lattice Play,,852,1,1,0,1,1,0,0,1,0,1,1101100101,6,DM EM Online Trips Third Party Lattice Play,52153,High,#7AB800,PPA,391,,,
DM EM Online Trips Try n' Buy Third Party Lattice Play,,853,1,1,0,1,1,0,1,1,0,1,1101101101,7,DM EM Online Trips  Try n' Buy Third Party Lattice Play,15072,Low,#DC5034,PPA,1,,,
DM EM Online Account's Play,,854,1,1,0,0,0,0,0,1,1,0,1100000110,4,DM EM Online Account's Play ,18783,Low,#DC5034,PPA,12,,,
DM EM Online Account's Play Lattice Play,,855,1,1,0,1,0,0,0,1,1,0,1101000110,5,DM EM Online Account's Play Lattice Play,30041,Medium,#c1d82f,PPA,119,,,
DM EM Online Account's Play Third Party,,856,1,1,0,0,0,0,0,1,1,1,1100000111,5,DM EM Online Account's Play Third Party ,51667,High,#7AB800,PPA,3,,,
DM EM Online Account's Play Third Party Lattice Play,,857,1,1,0,1,0,0,0,1,1,1,1101000111,6,DM EM Online Account's Play Third Party Lattice Play,34592,Medium,#c1d82f,PPA,21,,,
DM EM Online Account's Play Trips,,858,1,1,0,0,1,0,0,1,1,0,1100100110,5,DM EM Online Account's Play Trips  ,22816,Low,#DC5034,PPA,10,,,
DM EM Online Account's Play Trips Lattice Play,,859,1,1,0,1,1,0,0,1,1,0,1101100110,6,DM EM Online Account's Play Trips  Lattice Play,45598,High,#7AB800,PPA,284,,,
DM EM Online Account's Play Trips Third Party,,860,1,1,0,0,1,0,0,1,1,1,1100100111,6,DM EM Online Account's Play Trips Third Party ,38734,High,#7AB800,PPA,9,,,
DM EM Online Account's Play Trips Third Party Lattice Play,,861,1,1,0,1,1,0,0,1,1,1,1101100111,7,DM EM Online Account's Play Trips Third Party Lattice Play,55162,High,#7AB800,PPA,222,,,
DM EM Online Account's Play Trips Try n' Buy Lattice Play,,862,1,1,0,1,1,0,1,1,1,0,1101101110,7,DM EM Online Account's Play Trips  Try n' Buy Lattice Play,66000,High,#7AB800,PPA,1,,,
DM EM Online Account's Play Seeds Trips Third Party Lattice Play,,863,1,1,0,1,1,1,0,1,1,1,1101110111,8,DM EM Online Account's Play Keep It  Trips Third Party Lattice Play,44337,High,#7AB800,PPA,1,,,
DM EM Online Events,,864,1,1,1,0,0,0,0,1,0,0,1110000100,4,DM EM Online Events,35667,Medium,#c1d82f,PPA,10,,,
DM EM Online Events Lattice Play,,865,1,1,1,1,0,0,0,1,0,0,1111000100,5,DM EM Online Events Lattice Play,47308,High,#7AB800,PPA,50,,,
DM EM Online Events Third Party,,866,1,1,1,0,0,0,0,1,0,1,1110000101,5,DM EM Online Events Third Party ,29000,Medium,#c1d82f,PPA,3,,,
DM EM Online Events Third Party Lattice Play,,867,1,1,1,1,0,0,0,1,0,1,1111000101,6,DM EM Online Events Third Party Lattice Play,33965,Medium,#c1d82f,PPA,30,,,
DM EM Online Events Trips,,868,1,1,1,0,1,0,0,1,0,0,1110100100,5,DM EM Online Events  Trips  ,40959,High,#7AB800,PPA,14,,,
DM EM Online Events Trips Lattice Play,,869,1,1,1,1,1,0,0,1,0,0,1111100100,6,DM EM Online Events  Trips  Lattice Play,43625,High,#7AB800,PPA,284,,,
DM EM Online Events Trips Third Party,,870,1,1,1,0,1,0,0,1,0,1,1110100101,6,DM EM Online Events  Trips Third Party ,31000,Medium,#c1d82f,PPA,4,,,
DM EM Online Events Trips Third Party Lattice Play,,871,1,1,1,1,1,0,0,1,0,1,1111100101,7,DM EM Online Events  Trips Third Party Lattice Play,53628,High,#7AB800,PPA,229,,,
DM EM Online Events Trips Try n' Buy Lattice Play,,872,1,1,1,1,1,0,1,1,0,0,1111101100,7,DM EM Online Events  Trips  Try n' Buy Lattice Play,31764,Medium,#c1d82f,PPA,1,,,
DM EM Online Events Seeds Trips Lattice Play,,873,1,1,1,1,1,1,0,1,0,0,1111110100,7,DM EM Online Events Keep It  Trips  Lattice Play,82991,High,#7AB800,PPA,2,,,
DM EM Online Events Seeds Trips Third Party Lattice Play,,874,1,1,1,1,1,1,0,1,0,1,1111110101,8,DM EM Online Events Keep It  Trips Third Party Lattice Play,28000,Medium,#c1d82f,PPA,1,,,
DM EM Online Events Account's Play Lattice Play,,875,1,1,1,1,0,0,0,1,1,0,1111000110,6,DM EM Online Events Account's Play Lattice Play,31549,Medium,#c1d82f,PPA,10,,,
DM EM Online Events Account's Play Third Party Lattice Play,,876,1,1,1,1,0,0,0,1,1,1,1111000111,7,DM EM Online Events Account's Play Third Party Lattice Play,26400,Medium,#c1d82f,PPA,5,,,
DM EM Online Events Account's Play Trips,,877,1,1,1,0,1,0,0,1,1,0,1110100110,6,DM EM Online Events Account's Play Trips  ,54000,High,#7AB800,PPA,1,,,
DM EM Online Events Account's Play Trips Lattice Play,,878,1,1,1,1,1,0,0,1,1,0,1111100110,7,DM EM Online Events Account's Play Trips  Lattice Play,58978,High,#7AB800,PPA,146,,,
DM EM Online Events Account's Play Trips Third Party,,879,1,1,1,0,1,0,0,1,1,1,1110100111,7,DM EM Online Events Account's Play Trips Third Party ,5000,Low,#DC5034,PPA,2,,,
DM EM Online Events Account's Play Trips Third Party Lattice Play,,880,1,1,1,1,1,0,0,1,1,1,1111100111,8,DM EM Online Events Account's Play Trips Third Party Lattice Play,58610,High,#7AB800,PPA,171,,,
DM EM Online Events Account's Play Seeds Trips Third Party Lattice Play,,881,1,1,1,1,1,1,0,1,1,1,1111110111,9,DM EM Online Events Account's Play Keep It  Trips Third Party Lattice Play,35000,Medium,#c1d82f,PPA,2,,,
